16,16
6,6
23,17
17,23
10,10
11,11
19,19
13,13
29,29
15,9
9,15
24,24
22,22
30,3
28,28
3,30
18,26
26,18
4,4
25,25
1,1
7,7
12,8
8,12
5,5
14,14
21,21
27,27
20,20
2,2
